"submission_id","QUD","RT","age","b1","b2","comments","education","endTime","experiment_id","gender","languages","optionLeft","optionRight","p1","p2","picture","question","question1","question2","question3","question4","response","startDate","startTime","timeSpent","trial_name","trial_number","utterances","participant_id"
513,"Rate how likely each of the following statements is!",40499,34,"377.5|120|80|40","347.5|160|80|40",NA,"Graduated College",1579784906585,12,"female","English","impossible event","certain event","362.5|230|150|100",NA,"images/group1/S30-805-dep.jpg",NA,"<b>Blue will not</b> and <b>green will</b> touch the ground.","<b>Blue will not</b> and <b>green will not</b> touch the ground.","<b>Blue will</b> and <b>green will</b> touch the ground.","<b>Blue will</b> and <b>green will not</b> touch the ground.","0|85|0|55","Thu Jan 23 2020 12:51:47 GMT+0000 (GMT)",1579783907462,16.65205,"slider_main",24,"g|none|bg|b","participant4"
513,"Rate how likely each of the following statements is!",41151,34,"362.5|138.33333333333331|80|40","362.5|178.33333333333331|80|40",NA,"Graduated College",1579784906585,12,"female","English","impossible event","certain event","seesaw",NA,"images/group1/S42-806.jpg",NA,"<b>Blue will</b> and <b>green will</b> touch the ground.","<b>Blue will</b> and <b>green will not</b> touch the ground.","<b>Blue will not</b> and <b>green will</b> touch the ground.","<b>Blue will not</b> and <b>green will not</b> touch the ground.","55|0|0|90","Thu Jan 23 2020 12:51:47 GMT+0000 (GMT)",1579783907462,16.65205,"slider_main",25,"bg|b|g|none","participant4"
512,NA,174544,63,"325|140|40|80","465|160|80|40",NA,"Graduated High School",1579784879450,12,"female","English",NA,NA,"250|230|150|100","512.5|230|75|100",NA,NA,NA,NA,NA,NA,"0|100|50|50","Thu Jan 23 2020 12:36:56 GMT+0000 (GMT)",1579783016778,31.0445333333333,"train1",1,"b|none|b|b","participant5"
512,NA,104661,63,"292.5|40|40|80","442.5|140|40|80",NA,"Graduated High School",1579784879450,12,"female","English",NA,NA,"212.5|180|150|200","512.5|230|150|100",NA,NA,NA,NA,NA,NA,"0|50|50|50","Thu Jan 23 2020 12:36:56 GMT+0000 (GMT)",1579783016778,31.0445333333333,"train2",2,"b|b|g|b","participant5"
512,NA,76522,63,"412.9213687416081|80|80|40","443.6306072839308|140|40|80",NA,"Graduated High School",1579784879450,12,"female","English",NA,NA,"362.5|230|150|100",NA,NA,NA,NA,NA,NA,NA,"0|0|100|0","Thu Jan 23 2020 12:36:56 GMT+0000 (GMT)",1579783016778,31.0445333333333,"train3",3,"b|none|bg|g","participant5"
512,NA,67276,63,"520.507666832307|98.33333333333331|80|40","472.7527398843838|158.33333333333331|40|80",NA,"Graduated High School",1579784879450,12,"female","English",NA,NA,"seesaw",NA,NA,NA,NA,NA,NA,NA,"0|0|100|0","Thu Jan 23 2020 12:36:56 GMT+0000 (GMT)",1579783016778,31.0445333333333,"train4",4,"g|g|bg|none","participant5"
512,"Rate how likely each of the following statements is!",84686,63,"282.5|140|40|80","432.5|140|40|80",NA,"Graduated High School",1579784879450,12,"female","English","impossible event","certain event","362.5|230|150|100",NA,"images/group2/S12-203.jpg",NA,"<b>Blue will not</b> and <b>green will not</b> touch the ground.","<b>Blue will not</b> and <b>green will</b> touch the ground.","<b>Blue will</b> and <b>green will</b> touch the ground.","<b>Blue will</b> and <b>green will not</b> touch the ground.","100|100|50|50","Thu Jan 23 2020 12:36:56 GMT+0000 (GMT)",1579783016778,31.0445333333333,"slider_main",1,"none|g|bg|b","participant5"
512,"Rate how likely each of the following statements is!",62973,63,"377.5|120|80|40","347.5|160|80|40",NA,"Graduated High School",1579784879450,12,"female","English","impossible event","certain event","362.5|230|150|100",NA,"images/group2/S30-805-dep.jpg",NA,"<b>Blue will not</b> and <b>green will</b> touch the ground.","<b>Blue will</b> and <b>green will</b> touch the ground.","<b>Blue will not</b> and <b>green will not</b> touch the ground.","<b>Blue will</b> and <b>green will not</b> touch the ground.","0|0|100|50","Thu Jan 23 2020 12:36:56 GMT+0000 (GMT)",1579783016778,31.0445333333333,"slider_main",2,"g|bg|none|b","participant5"
512,"Rate how likely each of the following statements is!",56713,63,"335|160|80|40","365|120|80|40",NA,"Graduated High School",1579784879450,12,"female","English","impossible event","certain event","362.5|230|75|100",NA,"images/group2/S54-806.jpg",NA,"<b>Blue will</b> and <b>green will not</b> touch the ground.","<b>Blue will not</b> and <b>green will not</b> touch the ground.","<b>Blue will</b> and <b>green will</b> touch the ground.","<b>Blue will not</b> and <b>green will</b> touch the ground.","100|100|0|50","Thu Jan 23 2020 12:36:56 GMT+0000 (GMT)",1579783016778,31.0445333333333,"slider_main",3,"b|none|bg|g","participant5"
512,"Rate how likely each of the following statements is!",60079,63,"317.5|140|40|80","417.5|140|40|80",NA,"Graduated High School",1579784879450,12,"female","English","impossible event","certain event","237.5|230|150|100","487.5|230|150|100","images/group2/S8-202.jpg",NA,"<b>Blue will</b> and <b>green will not</b> touch the ground.","<b>Blue will not</b> and <b>green will not</b> touch the ground.","<b>Blue will</b> and <b>green will</b> touch the ground.","<b>Blue will not</b> and <b>green will</b> touch the ground.","25|100|0|100","Thu Jan 23 2020 12:36:56 GMT+0000 (GMT)",1579783016778,31.0445333333333,"slider_main",4,"b|none|bg|g","participant5"
512,"Rate how likely each of the following statements is!",48484,63,"262.5|178.33333333333331|80|40","462.5|178.33333333333331|80|40",NA,"Graduated High School",1579784879450,12,"female","English","impossible event","certain event","seesaw",NA,"images/group2/S89-1642-dep.jpg",NA,"<b>Blue will</b> and <b>green will not</b> touch the ground.","<b>Blue will</b> and <b>green will</b> touch the ground.","<b>Blue will not</b> and <b>green will not</b> touch the ground.","<b>Blue will not</b> and <b>green will</b> touch the ground.","25|0|100|25","Thu Jan 23 2020 12:36:56 GMT+0000 (GMT)",1579783016778,31.0445333333333,"slider_main",5,"b|bg|none|g","participant5"
512,"Rate how likely each of the following statements is!",49590,63,"287.5|140|40|80","437.5|140|40|80",NA,"Graduated High School",1579784879450,12,"female","English","impossible event","certain event","212.5|230|150|100","512.5|230|150|100","images/group2/S83-1609.jpg",NA,"<b>Blue will not</b> and <b>green will not</b> touch the ground.","<b>Blue will</b> and <b>green will not</b> touch the ground.","<b>Blue will</b> and <b>green will</b> touch the ground.","<b>Blue will not</b> and <b>green will</b> touch the ground.","0|76|100|75","Thu Jan 23 2020 12:36:56 GMT+0000 (GMT)",1579783016778,31.0445333333333,"slider_main",6,"none|b|bg|g","participant5"
512,"Rate how likely each of the following statements is!",44461,63,"252.5|178.33333333333331|80|40","472.5|178.33333333333331|80|40",NA,"Graduated High School",1579784879450,12,"female","English","impossible event","certain event","seesaw",NA,"images/group2/S7-130-dep.jpg",NA,"<b>Blue will</b> and <b>green will</b> touch the ground.","<b>Blue will not</b> and <b>green will not</b> touch the ground.","<b>Blue will not</b> and <b>green will</b> touch the ground.","<b>Blue will</b> and <b>green will not</b> touch the ground.","100|0|50|50","Thu Jan 23 2020 12:36:56 GMT+0000 (GMT)",1579783016778,31.0445333333333,"slider_main",7,"bg|none|g|b","participant5"
512,"Rate how likely each of the following statements is!",49571,63,"320|140|40|80","400|140|40|80",NA,"Graduated High School",1579784879450,12,"female","English","impossible event","certain event","300|230|50|100","425|230|50|100","images/group2/S63-1039.jpg",NA,"<b>Blue will</b> and <b>green will</b> touch the ground.","<b>Blue will not</b> and <b>green will not</b> touch the ground.","<b>Blue will not</b> and <b>green will</b> touch the ground.","<b>Blue will</b> and <b>green will not</b> touch the ground.","100|0|50|50","Thu Jan 23 2020 12:36:56 GMT+0000 (GMT)",1579783016778,31.0445333333333,"slider_main",8,"bg|none|g|b","participant5"
512,"Rate how likely each of the following statements is!",50046,63,"282.5|40|40|80","442.5|140|40|80",NA,"Graduated High School",1579784879450,12,"female","English","impossible event","certain event","250|180|75|200","475|230|75|100","images/group2/S32-806.jpg",NA,"<b>Blue will not</b> and <b>green will not</b> touch the ground.","<b>Blue will</b> and <b>green will not</b> touch the ground.","<b>Blue will</b> and <b>green will</b> touch the ground.","<b>Blue will not</b> and <b>green will</b> touch the ground.","0|51|100|50","Thu Jan 23 2020 12:36:56 GMT+0000 (GMT)",1579783016778,31.0445333333333,"slider_main",9,"none|b|bg|g","participant5"
512,"Rate how likely each of the following statements is!",35853,63,"292.5|40|40|80","432.5|40|40|80",NA,"Graduated High School",1579784879450,12,"female","English","impossible event","certain event","250|180|75|200","475|180|75|200","images/group2/S1-121.jpg",NA,"<b>Blue will not</b> and <b>green will not</b> touch the ground.","<b>Blue will not</b> and <b>green will</b> touch the ground.","<b>Blue will</b> and <b>green will not</b> touch the ground.","<b>Blue will</b> and <b>green will</b> touch the ground.","0|50|50|100","Thu Jan 23 2020 12:36:56 GMT+0000 (GMT)",1579783016778,31.0445333333333,"slider_main",10,"none|g|b|bg","participant5"
512,"Rate how likely each of the following statements is!",45515,63,"282.5|140|40|80","437.5|160|80|40",NA,"Graduated High School",1579784879450,12,"female","English","impossible event","certain event","250|230|75|100","475|230|75|100","images/group2/S55-1006.jpg",NA,"<b>Blue will not</b> and <b>green will</b> touch the ground.","<b>Blue will not</b> and <b>green will not</b> touch the ground.","<b>Blue will</b> and <b>green will</b> touch the ground.","<b>Blue will</b> and <b>green will not</b> touch the ground.","0|0|100|50","Thu Jan 23 2020 12:36:56 GMT+0000 (GMT)",1579783016778,31.0445333333333,"slider_main",11,"g|none|bg|b","participant5"
512,"Rate how likely each of the following statements is!",35015,63,"292.5|140|40|80","437.5|140|40|80",NA,"Graduated High School",1579784879450,12,"female","English","impossible event","certain event","362.5|230|150|100",NA,"images/group2/S57-1007.jpg",NA,"<b>Blue will</b> and <b>green will not</b> touch the ground.","<b>Blue will not</b> and <b>green will</b> touch the ground.","<b>Blue will not</b> and <b>green will not</b> touch the ground.","<b>Blue will</b> and <b>green will</b> touch the ground.","100|0|0|0","Thu Jan 23 2020 12:36:56 GMT+0000 (GMT)",1579783016778,31.0445333333333,"slider_main",12,"b|g|none|bg","participant5"
512,"Rate how likely each of the following statements is!",43862,63,"408.5|154.33333333333331|80|40","328.5|154.33333333333331|80|40",NA,"Graduated High School",1579784879450,12,"female","English","impossible event","certain event","seesaw",NA,"images/group2/S97-1674.jpg",NA,"<b>Blue will not</b> and <b>green will</b> touch the ground.","<b>Blue will not</b> and <b>green will not</b> touch the ground.","<b>Blue will</b> and <b>green will</b> touch the ground.","<b>Blue will</b> and <b>green will not</b> touch the ground.","25|100|0|75","Thu Jan 23 2020 12:36:56 GMT+0000 (GMT)",1579783016778,31.0445333333333,"slider_main",13,"g|none|bg|b","participant5"
512,"Rate how likely each of the following statements is!",43980,63,"282.5|140|40|80","437.5|140|40|80",NA,"Graduated High School",1579784879450,12,"female","English","impossible event","certain event","362.5|230|150|100",NA,"images/group2/S22-468.jpg",NA,"<b>Blue will not</b> and <b>green will not</b> touch the ground.","<b>Blue will not</b> and <b>green will</b> touch the ground.","<b>Blue will</b> and <b>green will</b> touch the ground.","<b>Blue will</b> and <b>green will not</b> touch the ground.","0|50|100|50","Thu Jan 23 2020 12:36:56 GMT+0000 (GMT)",1579783016778,31.0445333333333,"slider_main",14,"none|g|bg|b","participant5"
512,"Rate how likely each of the following statements is!",27110,63,"287.5|140|40|80","437.5|140|40|80",NA,"Graduated High School",1579784879450,12,"female","English","impossible event","certain event","362.5|230|150|100",NA,"images/group2/S89-1642.jpg",NA,"<b>Blue will</b> and <b>green will not</b> touch the ground.","<b>Blue will not</b> and <b>green will not</b> touch the ground.","<b>Blue will</b> and <b>green will</b> touch the ground.","<b>Blue will not</b> and <b>green will</b> touch the ground.","50|0|100|50","Thu Jan 23 2020 12:36:56 GMT+0000 (GMT)",1579783016778,31.0445333333333,"slider_main",15,"b|none|bg|g","participant5"
512,"Rate how likely each of the following statements is!",55788,63,"292.5|140|40|80","432.5|140|40|80",NA,"Graduated High School",1579784879450,12,"female","English","impossible event","certain event","362.5|230|150|100",NA,"images/group2/S30-805.jpg",NA,"<b>Blue will not</b> and <b>green will not</b> touch the ground.","<b>Blue will</b> and <b>green will not</b> touch the ground.","<b>Blue will</b> and <b>green will</b> touch the ground.","<b>Blue will not</b> and <b>green will</b> touch the ground.","75|50|100|50","Thu Jan 23 2020 12:36:56 GMT+0000 (GMT)",1579783016778,31.0445333333333,"slider_main",16,"none|b|bg|g","participant5"
512,"Rate how likely each of the following statements is!",47816,63,"282.5|140|40|80","442.5|140|40|80",NA,"Graduated High School",1579784879450,12,"female","English","impossible event","certain event","362.5|230|150|100",NA,"images/group2/S7-130.jpg",NA,"<b>Blue will not</b> and <b>green will</b> touch the ground.","<b>Blue will</b> and <b>green will</b> touch the ground.","<b>Blue will not</b> and <b>green will not</b> touch the ground.","<b>Blue will</b> and <b>green will not</b> touch the ground.","50|100|0|50","Thu Jan 23 2020 12:36:56 GMT+0000 (GMT)",1579783016778,31.0445333333333,"slider_main",17,"g|bg|none|b","participant5"
512,"Rate how likely each of the following statements is!",58187,63,"335|160|80|40","375|100|40|80",NA,"Graduated High School",1579784879450,12,"female","English","impossible event","certain event","362.5|230|75|100",NA,"images/group2/S59-1007.jpg",NA,"<b>Blue will</b> and <b>green will not</b> touch the ground.","<b>Blue will not</b> and <b>green will not</b> touch the ground.","<b>Blue will not</b> and <b>green will</b> touch the ground.","<b>Blue will</b> and <b>green will</b> touch the ground.","100|25|0|50","Thu Jan 23 2020 12:36:56 GMT+0000 (GMT)",1579783016778,31.0445333333333,"slider_main",18,"b|none|g|bg","participant5"
512,"Rate how likely each of the following statements is!",68296,63,"292.5|40|40|80","437.5|140|40|80",NA,"Graduated High School",1579784879450,12,"female","English","impossible event","certain event","250|180|75|200","475|230|75|100","images/group2/S20-468.jpg",NA,"<b>Blue will</b> and <b>green will not</b> touch the ground.","<b>Blue will</b> and <b>green will</b> touch the ground.","<b>Blue will not</b> and <b>green will not</b> touch the ground.","<b>Blue will not</b> and <b>green will</b> touch the ground.","75|100|0|0","Thu Jan 23 2020 12:36:56 GMT+0000 (GMT)",1579783016778,31.0445333333333,"slider_main",19,"b|bg|none|g","participant5"
512,"Rate how likely each of the following statements is!",49558,63,"370|100|40|80","335|160|80|40",NA,"Graduated High School",1579784879450,12,"female","English","impossible event","certain event","362.5|230|75|100",NA,"images/group2/S44-806.jpg",NA,"<b>Blue will</b> and <b>green will</b> touch the ground.","<b>Blue will not</b> and <b>green will</b> touch the ground.","<b>Blue will not</b> and <b>green will not</b> touch the ground.","<b>Blue will</b> and <b>green will not</b> touch the ground.","0|100|75|25","Thu Jan 23 2020 12:36:56 GMT+0000 (GMT)",1579783016778,31.0445333333333,"slider_main",20,"bg|g|none|b","participant5"
512,"Rate how likely each of the following statements is!",38254,63,"302.5|160|80|40","417.5|40|40|80",NA,"Graduated High School",1579784879450,12,"female","English","impossible event","certain event","275|230|75|100","450|180|75|200","images/group2/S34-806.jpg",NA,"<b>Blue will not</b> and <b>green will</b> touch the ground.","<b>Blue will</b> and <b>green will</b> touch the ground.","<b>Blue will</b> and <b>green will not</b> touch the ground.","<b>Blue will not</b> and <b>green will not</b> touch the ground.","25|75|100|25","Thu Jan 23 2020 12:36:56 GMT+0000 (GMT)",1579783016778,31.0445333333333,"slider_main",21,"g|bg|b|none","participant5"
512,"Rate how likely each of the following statements is!",49030,63,"250|160|80|40","400|40|40|80",NA,"Graduated High School",1579784879450,12,"female","English","impossible event","certain event","287.5|230|75|100","437.5|180|75|200","images/group2/S93-1674.jpg",NA,"<b>Blue will not</b> and <b>green will not</b> touch the ground.","<b>Blue will not</b> and <b>green will</b> touch the ground.","<b>Blue will</b> and <b>green will not</b> touch the ground.","<b>Blue will</b> and <b>green will</b> touch the ground.","75|25|100|73","Thu Jan 23 2020 12:36:56 GMT+0000 (GMT)",1579783016778,31.0445333333333,"slider_main",22,"none|g|b|bg","participant5"
512,"Rate how likely each of the following statements is!",47361,63,"292.5|40|40|80","437.5|40|40|80",NA,"Graduated High School",1579784879450,12,"female","English","impossible event","certain event","250|180|75|200","475|180|75|200","images/group2/S15-443.jpg",NA,"<b>Blue will</b> and <b>green will</b> touch the ground.","<b>Blue will</b> and <b>green will not</b> touch the ground.","<b>Blue will not</b> and <b>green will not</b> touch the ground.","<b>Blue will not</b> and <b>green will</b> touch the ground.","100|75|0|50","Thu Jan 23 2020 12:36:56 GMT+0000 (GMT)",1579783016778,31.0445333333333,"slider_main",23,"bg|b|none|g","participant5"
512,"Rate how likely each of the following statements is!",64906,63,"362.5|138.33333333333331|80|40","362.5|178.33333333333331|80|40",NA,"Graduated High School",1579784879450,12,"female","English","impossible event","certain event","seesaw",NA,"images/group2/S42-806.jpg",NA,"<b>Blue will</b> and <b>green will not</b> touch the ground.","<b>Blue will not</b> and <b>green will</b> touch the ground.","<b>Blue will</b> and <b>green will</b> touch the ground.","<b>Blue will not</b> and <b>green will not</b> touch the ground.","50|50|0|100","Thu Jan 23 2020 12:36:56 GMT+0000 (GMT)",1579783016778,31.0445333333333,"slider_main",24,"b|g|bg|none","participant5"
512,"Rate how likely each of the following statements is!",72090,63,"292.5|40|40|80","442.5|140|40|80",NA,"Graduated High School",1579784879450,12,"female","English","impossible event","certain event","250|180|75|200","475|230|75|100","images/group2/S10-203.jpg",NA,"<b>Blue will</b> and <b>green will not</b> touch the ground.","<b>Blue will not</b> and <b>green will not</b> touch the ground.","<b>Blue will not</b> and <b>green will</b> touch the ground.","<b>Blue will</b> and <b>green will</b> touch the ground.","25|50|85|75","Thu Jan 23 2020 12:36:56 GMT+0000 (GMT)",1579783016778,31.0445333333333,"slider_main",25,"b|none|g|bg","participant5"
511,NA,129788,27,"292.5|140|40|80","447.5|160|80|40",NA,"Graduated College",1579784615770,12,"female","English",NA,NA,"262.5|230|50|100","462.5|230|50|100",NA,NA,NA,NA,NA,NA,"31|31|81|9","Thu Jan 23 2020 12:49:47 GMT+0000 (GMT Standard Time)",1579783787169,13.8100166666667,"train1",1,"g|g|none|g","participant6"
511,NA,33124,27,"292.5|40|40|80","442.5|140|40|80",NA,"Graduated College",1579784615770,12,"female","English",NA,NA,"212.5|180|150|200","512.5|230|150|100",NA,NA,NA,NA,NA,NA,"68|20|34|67","Thu Jan 23 2020 12:49:47 GMT+0000 (GMT Standard Time)",1579783787169,13.8100166666667,"train2",2,"bg|bg|none|bg","participant6"
511,NA,38484,27,"303.8699610326893|60|40|80","272.507483800931|140|40|80",NA,"Graduated College",1579784615770,12,"female","English",NA,NA,"362.5|230|150|100",NA,NA,NA,NA,NA,NA,NA,"37|72|91|62","Thu Jan 23 2020 12:49:47 GMT+0000 (GMT Standard Time)",1579783787169,13.8100166666667,"train3",3,"none|bg|bg|g","participant6"
511,NA,25760,27,"363.91193075034977|118.33333333333331|40|80","359.4660965135056|178.33333333333331|80|40",NA,"Graduated College",1579784615770,12,"female","English",NA,NA,"seesaw",NA,NA,NA,NA,NA,NA,NA,"16|40|40|67","Thu Jan 23 2020 12:49:47 GMT+0000 (GMT Standard Time)",1579783787169,13.8100166666667,"train4",4,"g|none|g|b","participant6"
511,"Rate how likely each of the following statements is!",25918,27,"282.5|140|40|80","437.5|160|80|40",NA,"Graduated College",1579784615770,12,"female","English","impossible event","certain event","250|230|75|100","475|230|75|100","images/group2/S55-1006.jpg",NA,"<b>Blue will not</b> and <b>green will not</b> touch the ground.","<b>Blue will</b> and <b>green will</b> touch the ground.","<b>Blue will</b> and <b>green will not</b> touch the ground.","<b>Blue will not</b> and <b>green will</b> touch the ground.","12|71|22|28","Thu Jan 23 2020 12:49:47 GMT+0000 (GMT Standard Time)",1579783787169,13.8100166666667,"slider_main",1,"none|bg|b|g","participant6"
511,"Rate how likely each of the following statements is!",15355,27,"370|100|40|80","335|160|80|40",NA,"Graduated College",1579784615770,12,"female","English","impossible event","certain event","362.5|230|75|100",NA,"images/group2/S44-806.jpg",NA,"<b>Blue will not</b> and <b>green will</b> touch the ground.","<b>Blue will</b> and <b>green will</b> touch the ground.","<b>Blue will not</b> and <b>green will not</b> touch the ground.","<b>Blue will</b> and <b>green will not</b> touch the ground.","19|61|28|82","Thu Jan 23 2020 12:49:47 GMT+0000 (GMT Standard Time)",1579783787169,13.8100166666667,"slider_main",2,"g|bg|none|b","participant6"
511,"Rate how likely each of the following statements is!",25171,27,"250|160|80|40","400|40|40|80",NA,"Graduated College",1579784615770,12,"female","English","impossible event","certain event","287.5|230|75|100","437.5|180|75|200","images/group2/S93-1674.jpg",NA,"<b>Blue will not</b> and <b>green will</b> touch the ground.","<b>Blue will</b> and <b>green will not</b> touch the ground.","<b>Blue will not</b> and <b>green will not</b> touch the ground.","<b>Blue will</b> and <b>green will</b> touch the ground.","71|8|10|91","Thu Jan 23 2020 12:49:47 GMT+0000 (GMT Standard Time)",1579783787169,13.8100166666667,"slider_main",3,"g|b|none|bg","participant6"
511,"Rate how likely each of the following statements is!",20771,27,"292.5|140|40|80","432.5|140|40|80",NA,"Graduated College",1579784615770,12,"female","English","impossible event","certain event","362.5|230|150|100",NA,"images/group2/S30-805.jpg",NA,"<b>Blue will</b> and <b>green will not</b> touch the ground.","<b>Blue will</b> and <b>green will</b> touch the ground.","<b>Blue will not</b> and <b>green will</b> touch the ground.","<b>Blue will not</b> and <b>green will not</b> touch the ground.","40|78|94|24","Thu Jan 23 2020 12:49:47 GMT+0000 (GMT Standard Time)",1579783787169,13.8100166666667,"slider_main",4,"b|bg|g|none","participant6"
511,"Rate how likely each of the following statements is!",17373,27,"292.5|40|40|80","442.5|140|40|80",NA,"Graduated College",1579784615770,12,"female","English","impossible event","certain event","250|180|75|200","475|230|75|100","images/group2/S10-203.jpg",NA,"<b>Blue will not</b> and <b>green will</b> touch the ground.","<b>Blue will</b> and <b>green will not</b> touch the ground.","<b>Blue will not</b> and <b>green will not</b> touch the ground.","<b>Blue will</b> and <b>green will</b> touch the ground.","29|65|40|80","Thu Jan 23 2020 12:49:47 GMT+0000 (GMT Standard Time)",1579783787169,13.8100166666667,"slider_main",5,"g|b|none|bg","participant6"
511,"Rate how likely each of the following statements is!",8419,27,"282.5|140|40|80","442.5|140|40|80",NA,"Graduated College",1579784615770,12,"female","English","impossible event","certain event","362.5|230|150|100",NA,"images/group2/S7-130.jpg",NA,"<b>Blue will not</b> and <b>green will</b> touch the ground.","<b>Blue will not</b> and <b>green will not</b> touch the ground.","<b>Blue will</b> and <b>green will not</b> touch the ground.","<b>Blue will</b> and <b>green will</b> touch the ground.","2|33|32|97","Thu Jan 23 2020 12:49:47 GMT+0000 (GMT Standard Time)",1579783787169,13.8100166666667,"slider_main",6,"g|none|b|bg","participant6"
511,"Rate how likely each of the following statements is!",16680,27,"377.5|120|80|40","347.5|160|80|40",NA,"Graduated College",1579784615770,12,"female","English","impossible event","certain event","362.5|230|150|100",NA,"images/group2/S30-805-dep.jpg",NA,"<b>Blue will</b> and <b>green will</b> touch the ground.","<b>Blue will not</b> and <b>green will</b> touch the ground.","<b>Blue will</b> and <b>green will not</b> touch the ground.","<b>Blue will not</b> and <b>green will not</b> touch the ground.","33|29|65|54","Thu Jan 23 2020 12:49:47 GMT+0000 (GMT Standard Time)",1579783787169,13.8100166666667,"slider_main",7,"bg|g|b|none","participant6"
511,"Rate how likely each of the following statements is!",60160,27,"262.5|178.33333333333331|80|40","462.5|178.33333333333331|80|40",NA,"Graduated College",1579784615770,12,"female","English","impossible event","certain event","seesaw",NA,"images/group2/S89-1642-dep.jpg",NA,"<b>Blue will</b> and <b>green will</b> touch the ground.","<b>Blue will not</b> and <b>green will not</b> touch the ground.","<b>Blue will</b> and <b>green will not</b> touch the ground.","<b>Blue will not</b> and <b>green will</b> touch the ground.","6|3|39|65","Thu Jan 23 2020 12:49:47 GMT+0000 (GMT Standard Time)",1579783787169,13.8100166666667,"slider_main",8,"bg|none|b|g","participant6"
511,"Rate how likely each of the following statements is!",19923,27,"292.5|40|40|80","437.5|40|40|80",NA,"Graduated College",1579784615770,12,"female","English","impossible event","certain event","250|180|75|200","475|180|75|200","images/group2/S15-443.jpg",NA,"<b>Blue will</b> and <b>green will</b> touch the ground.","<b>Blue will not</b> and <b>green will not</b> touch the ground.","<b>Blue will</b> and <b>green will not</b> touch the ground.","<b>Blue will not</b> and <b>green will</b> touch the ground.","64|21|67|46","Thu Jan 23 2020 12:49:47 GMT+0000 (GMT Standard Time)",1579783787169,13.8100166666667,"slider_main",9,"bg|none|b|g","participant6"
511,"Rate how likely each of the following statements is!",19370,27,"302.5|160|80|40","417.5|40|40|80",NA,"Graduated College",1579784615770,12,"female","English","impossible event","certain event","275|230|75|100","450|180|75|200","images/group2/S34-806.jpg",NA,"<b>Blue will</b> and <b>green will</b> touch the ground.","<b>Blue will</b> and <b>green will not</b> touch the ground.","<b>Blue will not</b> and <b>green will not</b> touch the ground.","<b>Blue will not</b> and <b>green will</b> touch the ground.","37|52|57|84","Thu Jan 23 2020 12:49:47 GMT+0000 (GMT Standard Time)",1579783787169,13.8100166666667,"slider_main",10,"bg|b|none|g","participant6"
511,"Rate how likely each of the following statements is!",14339,27,"362.5|138.33333333333331|80|40","362.5|178.33333333333331|80|40",NA,"Graduated College",1579784615770,12,"female","English","impossible event","certain event","seesaw",NA,"images/group2/S42-806.jpg",NA,"<b>Blue will not</b> and <b>green will</b> touch the ground.","<b>Blue will</b> and <b>green will not</b> touch the ground.","<b>Blue will not</b> and <b>green will not</b> touch the ground.","<b>Blue will</b> and <b>green will</b> touch the ground.","0|5|3|98","Thu Jan 23 2020 12:49:47 GMT+0000 (GMT Standard Time)",1579783787169,13.8100166666667,"slider_main",11,"g|b|none|bg","participant6"
511,"Rate how likely each of the following statements is!",12187,27,"320|140|40|80","400|140|40|80",NA,"Graduated College",1579784615770,12,"female","English","impossible event","certain event","300|230|50|100","425|230|50|100","images/group2/S63-1039.jpg",NA,"<b>Blue will not</b> and <b>green will</b> touch the ground.","<b>Blue will</b> and <b>green will</b> touch the ground.","<b>Blue will</b> and <b>green will not</b> touch the ground.","<b>Blue will not</b> and <b>green will not</b> touch the ground.","51|72|37|20","Thu Jan 23 2020 12:49:47 GMT+0000 (GMT Standard Time)",1579783787169,13.8100166666667,"slider_main",12,"g|bg|b|none","participant6"
511,"Rate how likely each of the following statements is!",12772,27,"252.5|178.33333333333331|80|40","472.5|178.33333333333331|80|40",NA,"Graduated College",1579784615770,12,"female","English","impossible event","certain event","seesaw",NA,"images/group2/S7-130-dep.jpg",NA,"<b>Blue will not</b> and <b>green will</b> touch the ground.","<b>Blue will</b> and <b>green will</b> touch the ground.","<b>Blue will</b> and <b>green will not</b> touch the ground.","<b>Blue will not</b> and <b>green will not</b> touch the ground.","21|33|22|90","Thu Jan 23 2020 12:49:47 GMT+0000 (GMT Standard Time)",1579783787169,13.8100166666667,"slider_main",13,"g|bg|b|none","participant6"
511,"Rate how likely each of the following statements is!",9746,27,"282.5|40|40|80","442.5|140|40|80",NA,"Graduated College",1579784615770,12,"female","English","impossible event","certain event","250|180|75|200","475|230|75|100","images/group2/S32-806.jpg",NA,"<b>Blue will</b> and <b>green will</b> touch the ground.","<b>Blue will</b> and <b>green will not</b> touch the ground.","<b>Blue will not</b> and <b>green will not</b> touch the ground.","<b>Blue will not</b> and <b>green will</b> touch the ground.","19|85|41|55","Thu Jan 23 2020 12:49:47 GMT+0000 (GMT Standard Time)",1579783787169,13.8100166666667,"slider_main",14,"bg|b|none|g","participant6"
